Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
Software Engineer,Chase Consulting,"Kochi, Kerala",30+ days ago,"June 16, 2021",For more details contact jesmi.prasanth@chasehr.in Experience Needed : For more details contact jesmi.prasanth@chasehr.in Location : Cochin Salary Offered : For more details contact jesmi.prasanth…,,https://in.indeed.com/rc/clk?jk=5811d229a23801e9&fccid=0488a501b4f460e7&vjs=3
Apigee Linux Software Engineer,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Create and modify scripts or applications to perform tasks. In depth knowledge of Linux: RedHat, CentOS, Debian, etc. Hands on experience with MySQL and/or MariaDB.",,https://in.indeed.com/rc/clk?jk=9ac87a1db15fab3b&fccid=4cf59f6cd5b3bacd&vjs=3
C# Developer - 6 Months Contracts,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","NET, Web API, SQL server. Must have hands on experience in MVC/MVVM Architecture. Experience in developing within Azure cloud will be a plus. Job type: 6 months contract , it can be extendable to 12…",,https://in.indeed.com/rc/clk?jk=2081ef392226381a&fccid=4cf59f6cd5b3bacd&vjs=3
Sr Full Stack Engineer,Pienza,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience working with data streaming applications built with Kafka, Spark Streaming, Flink etc. Develop using test driven development for all your work. Health insurance for all employees.",,https://in.indeed.com/rc/clk?jk=e86b058d08e5e0fb&fccid=220db6598079f07b&vjs=3
"Senior Developer [ .Net, JavaScript Framew",GadgEon,"Kochi, Kerala",30+ days ago,"June 16, 2021","Ensure application meets all requirements of quality, security, flexibility etc. Responsible for application design, re-engineering, maintenance and enhancements of Web Applications.",,https://in.indeed.com/rc/clk?jk=212af0b28c0c1abe&fccid=b4442ae3d1e71d30&vjs=3
"Full Stack Java Engineer (Bilingual - Japanese, English)",QuEST Global Engineering,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Develop Web based applications using Java & Front End (ReactJS). Understand/learn architecture and design of existing enterprise applications. Experience developing desktop and web applications.,,https://in.indeed.com/rc/clk?jk=fedb9dbff702d67c&fccid=ad3813e46e9342cd&vjs=3
Sr Odoo Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent. CakePHP Mobile App Development Object Oriented PHP Software Testing Software Development Odoo Computer programming…",,https://in.indeed.com/rc/clk?jk=b2bc9b876b7addde&fccid=f74c40d50fb54046&vjs=3
SAP ABAP DEVELOPER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience: 0 - 3 years in SAP ABAP DEVELOPER( Required ). Knowledge of SAP IS-Retail concepts and processes will be an added advantage. Recommendation of best practices of SAP Methodologies, Rapid…",,https://in.indeed.com/rc/clk?jk=f9f2027041ac783f&fccid=f74c40d50fb54046&vjs=3
Mobile Application Developer,Vibes HR,"Calicut, Kerala",30+ days ago,"June 16, 2021","Project Experience: 3 year (Preferred). Develop Application of quality with reliability and performance. Continuously discover, evaluate, and implement new technologies to maximize development…",,https://in.indeed.com/rc/clk?jk=b5efed79b3d4e98f&fccid=886e4fea44305172&vjs=3
Mobile Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",Core Java HTML HTML5 JQuery Mobile Java JavaScript Mobile App Development Web Development Software Development Mobile UI Design Web Design ReactNative React.js Web development frameworks React UX…,,https://in.indeed.com/rc/clk?jk=cc29111151323566&fccid=f74c40d50fb54046&vjs=3
DevOps Senior Engineer,Infosys Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","You will plan the activities of configuration, configure the product as per the design, conduct conference room pilots and will assist in resolving any queries related to requirements and solution…",,https://in.indeed.com/rc/clk?jk=7c75fae75caf1191&fccid=c67533a523c83a4c&vjs=3
.NET full-stack Support Engineer,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","5+ years of experience in implementing enterprise applications using C#.Net. Strong understanding of user experience and front end design. Expert in front end development using Angular, Node.js,…",,https://in.indeed.com/rc/clk?jk=161b647e47e8b1d5&fccid=f2809440a4985361&vjs=3
Senior Engineer – DevOps & IT,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021","Drive DevOps optimization activities with developers, peers, and other stakeholders in the organization. In depth knowledge in Windows administration (Active directory and other services).",,https://in.indeed.com/rc/clk?jk=318b64aee453876f&fccid=b67bb5442ac9dbdc&vjs=3
Java/J2EE Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Bug fixing for application / application maintenance. Strong skills in design, development, debugging, and problem solving. Industry Type: IT-Software, Software Services.",,https://in.indeed.com/rc/clk?jk=c043a371a4ec1975&fccid=f74c40d50fb54046&vjs=3
SOFTWARE ENGINEER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Ability to develop web applications using ColdFusion and other related web technologies. Full stack ColdFusion professionals responsible for designing, developing, and maintaining web-based…",,https://in.indeed.com/rc/clk?jk=e1e2a38dc2df5ba5&fccid=f74c40d50fb54046&vjs=3
Java Lead/Developer,skilora,"Kochi, Kerala",3 days ago,"June 16, 2021",Ensure quality of technical and application architecture and design of systems across the organization. Effectively research and benchmark technology against other best in class technologies.,,https://in.indeed.com/rc/clk?jk=53e4e6a72eac0bb8&fccid=f74c40d50fb54046&vjs=3
Sr Angular Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",AngularJS Django REST API Web Development Software Development Web Design Object Oriented Design Web development frameworks RESTful Web Services Agile SCRUM GUI design Interpersonal skills Coding UI…,,https://in.indeed.com/rc/clk?jk=e78f236463a25eb6&fccid=f74c40d50fb54046&vjs=3
SR.SOFTWARE ENGINEER -PYTHON,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Technical solutioning and architect and implement the solutions touching all phases of the Software Development Lifecycle is an added advantage. Passionate about technology trends and frameworks.,,https://in.indeed.com/rc/clk?jk=fea0a82aec558ce6&fccid=f74c40d50fb54046&vjs=3
ORMB Senior Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Should have hands-on development experience in ORMB and willing to continue as senior ORMB developer. Interface designs and development using ORMB File Framework and Batch multithreading framework.,,https://in.indeed.com/rc/clk?jk=9dae9ce5844edf5c&fccid=f74c40d50fb54046&vjs=3
Ios Developer,Gdata Technology,"Calicut, Kerala",30+ days ago,"June 16, 2021","Mobile application low level design, DB design, and UX design. Implement Mobile application using React Native framework for iOS and Android. Use of platforms like Firebase, and AWS Mobile to develop…",,https://in.indeed.com/rc/clk?jk=4a09348726fa1cba&fccid=2d4d48686515bafa&vjs=3
Sr. Software Engineer/Module Lead,Hi Tides Consulting,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Design, Develop, unit test, maintain and enhance C / C++ based applications, which is open to integrate with other third-party software. Assist in the all phases of the SDLC toward development of new…",,https://in.indeed.com/rc/clk?jk=81b28d8cf79a1361&fccid=200a57d9553c8f44&vjs=3
UI Developer – Angular,CKS SOLUTIONS,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021"," Hands on experience in designing and developing user interfaces using Angular best practices.  Basic knowledge in developing and maintaining CI/CD process using tools like ADO,GIT etc.","₹7,50,000 a year",https://in.indeed.com/company/CKS-SOLUTIONS/jobs/Ui-Developer-Angular-7b4eddbed51f3654?fccid=87072ed400b66c89&vjs=3
Senior Software Developer - Dot.net,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Ability to work individually or as a technical lead member of an Agile Scrum team. Experience: 4 - 9 years in Senior Software Developer( Required ). 4+ years of hands-on programming experience in C# …,,https://in.indeed.com/rc/clk?jk=600333fbcb50e22a&fccid=f74c40d50fb54046&vjs=3
FULL STACK DEVELOPER,skilora,"Kochi, Kerala",21 days ago,"June 16, 2021","Maintain quality and develop highly scalable applications. Designing overall architecture of the web application. Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent.",,https://in.indeed.com/rc/clk?jk=443892753f4b490f&fccid=f74c40d50fb54046&vjs=3
Python Django Developer with React,Talent Basket,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Web server technologies like Apache, Nginx, etc Django REST framework, API design, and development. Front-end (CSS) frameworks like Foundation or Bootstrap, AJAX. Scala or Java knowledge is a plus.",,https://in.indeed.com/rc/clk?jk=9f119803eab9de74&fccid=4cf59f6cd5b3bacd&vjs=3
DevOps Engineer,Dexlock,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","You will work closely with our team of architects and developers to design, build and maintain cloud environments primarily in AWS. 2-3 years of experience with Linux system administration with a…",,https://in.indeed.com/rc/clk?jk=81ada910c26f2b9e&fccid=d75509cbf2d007f2&vjs=3
Web Front-end Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Work closely with application developers and product specialists to build responsive user interfaces with an emphasis on usability and user experience. Industry Type: IT-Software, Software Services.",,https://in.indeed.com/rc/clk?jk=93a28fa756e3eaa6&fccid=f74c40d50fb54046&vjs=3
Senior Front End Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Expertise in UI Development using HTML, CSS, JavaScript, jQuery. Solid web apps design, coding, testing and debugging skills. Automated Testing SaaS Sass Web Development Software Development E…",,https://in.indeed.com/rc/clk?jk=90be9cce930bed90&fccid=f74c40d50fb54046&vjs=3
Senior Web Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Experience using project management tools like JIRA and time management systems. Experience with Java/PHP (4-6 years) on web projects. Experience: 4 - 6 years in Senior Web Developer( Required ).,,https://in.indeed.com/rc/clk?jk=017393e4136b8b88&fccid=f74c40d50fb54046&vjs=3
React Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a React Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=62f4c976c34f99cd&fccid=f74c40d50fb54046&vjs=3
APPFORMS (LOWCODE/NOCODE) DEVELOPER,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a Appforms Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=582b46be6e27f31d&fccid=f74c40d50fb54046&vjs=3
Full Stack Developer,MP Dominic & Co,"Calicut, Kerala",30+ days ago,"June 16, 2021","· Experience in one or more of – Angular, Javascript, HTML5, CSS3, jQuery, Vue, Nodejs, Ruby, MySQL · Familiarity in working with REST, XML, JSON, Web sockets, Agile,etc. · Understanding Database…",,https://in.indeed.com/rc/clk?jk=3d9bb6c424f20e94&fccid=dc935d3be59ccf9a&vjs=3
Senior Developer- Web Technologies,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a Senior Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=c3ae5e7a46a6884e&fccid=f74c40d50fb54046&vjs=3
Lead UI developer,Link Management Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Job Description Job Responsibilities: Develop and work with client IT and business teams to build consensus; Develop application framework and establish foundation and standards for code…,,https://in.indeed.com/rc/clk?jk=5725e708b3600b30&fccid=80c8fd5f1fcd75f7&vjs=3
Software Engineer IT,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a Software Engineer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=2ef048d556b19f2d&fccid=f74c40d50fb54046&vjs=3
PHP Developer / Full Stack Developer,Stratagile Marketing Consultancy Private Limited,"Ernakulam, Kerala",13 days ago,"June 16, 2021","Roles and Responsibilities • The PHP Developer is expected to be able to perform all aspects of the development tasks, including front- end, back- end, and database development. • Develop web sites,…",,https://in.indeed.com/rc/clk?jk=c06c8a87d44f0b61&fccid=af47eda2e337b183&vjs=3
Sailpoint Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a Sailpoint Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=db7566c34416bcb8&fccid=f74c40d50fb54046&vjs=3
.Net Core Developer ( Contract ),Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Great opportunity to work for a leading global Fortune 1000 company in Trivandrum Designation: .Net Core Developer - 6 months contract, it can be extendable to 12 Month Experience: 3-5+ Yrs of…",,https://in.indeed.com/rc/clk?jk=da53d243cd38331c&fccid=4cf59f6cd5b3bacd&vjs=3
Mobile Application Developer( Android and ios),Mejora Jobs And Education,"Calicut, Kerala",30+ days ago,"June 16, 2021",Job Description : Mobile Application Developer( Android and ios) Location : Calicut Qualification : Diploma / Graduation Experience : 1-2Yr Salary : 12k-16k 0.00-50.00 Years…,"₹12,000 - ₹16,000 a month",https://in.indeed.com/rc/clk?jk=04202d21fa3fe761&fccid=83540646dd994ddf&vjs=3
